depth_m,AC,DC
17.925,1.57E-08,6.57E-06
17.935,1.50E-08,6.48E-06
17.945,1.51E-08,6.49E-06
17.955,1.61E-08,6.86E-06
17.965,1.74E-08,7.16E-06
17.975,1.81E-08,7.39E-06
17.985,1.82E-08,7.37E-06
17.995,1.77E-08,7.21E-06
18.005,1.68E-08,7.04E-06
18.015,1.61E-08,6.90E-06
18.025,1.65E-08,6.90E-06
18.035,1.72E-08,7.12E-06
18.045,1.78E-08,7.27E-06
18.055,1.79E-08,7.27E-06
18.065,1.72E-08,7.04E-06
18.075,1.63E-08,6.80E-06
18.085,1.59E-08,6.83E-06
18.095,1.65E-08,7.10E-06
18.105,1.70E-08,7.23E-06
18.115,1.70E-08,7.19E-06
18.125,1.70E-08,7.16E-06
18.135,1.69E-08,7.21E-06
18.145,1.68E-08,7.11E-06
18.155,1.69E-08,7.11E-06
18.165,1.70E-08,7.16E-06
18.175,1.68E-08,7.10E-06
18.185,1.70E-08,7.18E-06
18.195,1.75E-08,7.22E-06
18.205,1.78E-08,7.37E-06
18.215,1.77E-08,7.28E-06
18.225,1.77E-08,7.42E-06
18.235,1.78E-08,7.37E-06
18.245,1.74E-08,7.13E-06
18.255,1.76E-08,7.26E-06
18.265,1.79E-08,7.31E-06
18.275,1.82E-08,7.41E-06
18.285,1.82E-08,7.31E-06
18.295,1.78E-08,7.02E-06
18.305,1.71E-08,6.76E-06
18.315,1.57E-08,6.29E-06
18.325,1.40E-08,5.49E-06
18.335,1.24E-08,4.53E-06
18.345,1.15E-08,3.67E-06
18.355,1.21E-08,4.10E-06
18.365,1.30E-08,4.56E-06
18.375,1.39E-08,5.08E-06
18.385,1.54E-08,5.92E-06
18.395,1.71E-08,6.68E-06
18.405,1.81E-08,7.03E-06
18.415,1.85E-08,7.18E-06
18.425,1.86E-08,6.94E-06
18.435,1.87E-08,6.61E-06
18.445,,
18.455,,
18.465,,
18.475,,
18.485,,
18.495,,
18.505,,
18.515,,
18.525,,
18.535,,
18.545,,
18.555,1.80E-08,6.69E-06
18.565,1.73E-08,6.72E-06
18.575,1.63E-08,6.76E-06
18.585,1.59E-08,6.93E-06
18.595,1.59E-08,7.01E-06
18.605,1.61E-08,7.10E-06
18.615,1.68E-08,7.49E-06
18.625,1.74E-08,7.92E-06
18.635,1.78E-08,7.81E-06
18.645,1.78E-08,7.77E-06
18.655,1.75E-08,7.53E-06
18.665,1.77E-08,7.63E-06
18.675,1.81E-08,7.42E-06
18.685,1.78E-08,7.55E-06
18.695,1.72E-08,7.58E-06
18.705,1.68E-08,7.68E-06
18.715,1.69E-08,7.78E-06
18.725,1.68E-08,7.63E-06
18.735,1.68E-08,7.39E-06
18.745,1.68E-08,6.96E-06
18.755,1.66E-08,6.67E-06
18.765,1.64E-08,6.63E-06
18.775,1.64E-08,6.50E-06
18.785,1.59E-08,6.52E-06
18.795,1.56E-08,6.49E-06
18.805,1.54E-08,6.64E-06
18.815,1.54E-08,6.79E-06
18.825,1.55E-08,6.96E-06
18.835,1.57E-08,7.30E-06
18.845,1.60E-08,7.31E-06
18.855,1.60E-08,7.10E-06
18.865,1.63E-08,6.91E-06
18.875,1.66E-08,7.23E-06
18.885,1.71E-08,8.11E-06
18.895,1.78E-08,8.40E-06
18.905,1.79E-08,8.85E-06
18.915,1.85E-08,9.56E-06
18.925,1.93E-08,1.01E-05
18.935,2.04E-08,1.05E-05
18.945,2.17E-08,1.02E-05
18.955,2.21E-08,1.03E-05
18.965,2.31E-08,1.02E-05
18.975,2.33E-08,9.98E-06
18.985,2.36E-08,9.84E-06
18.995,2.39E-08,9.86E-06
19.005,2.40E-08,1.05E-05
19.015,2.40E-08,1.05E-05
19.025,2.43E-08,1.08E-05
19.035,2.53E-08,1.09E-05
19.045,2.60E-08,1.10E-05
19.055,2.66E-08,1.11E-05
19.065,2.75E-08,1.09E-05
19.075,2.78E-08,1.06E-05
19.085,2.78E-08,1.05E-05
19.095,2.78E-08,1.03E-05
19.105,2.79E-08,9.75E-06
19.115,2.73E-08,9.52E-06
19.125,2.67E-08,9.17E-06
19.135,2.51E-08,8.72E-06
19.145,2.31E-08,8.22E-06
19.155,2.13E-08,8.04E-06
19.165,2.00E-08,7.69E-06
19.175,1.90E-08,7.66E-06
19.185,1.77E-08,7.33E-06
19.195,1.70E-08,6.69E-06
19.205,1.66E-08,5.80E-06
19.215,1.58E-08,4.24E-06
19.225,1.49E-08,3.37E-06
19.235,1.38E-08,2.68E-06
19.245,1.27E-08,2.25E-06
19.255,1.15E-08,2.14E-06
19.265,1.05E-08,2.22E-06
19.275,1.02E-08,2.27E-06
19.285,1.03E-08,2.45E-06
19.295,1.03E-08,2.76E-06
19.305,1.03E-08,3.05E-06
19.315,1.05E-08,3.29E-06
19.325,1.06E-08,3.27E-06
19.335,1.08E-08,2.95E-06
19.345,1.09E-08,2.70E-06
19.355,1.11E-08,2.94E-06
19.365,1.13E-08,2.97E-06
19.375,1.15E-08,3.68E-06
19.385,1.19E-08,4.51E-06
19.395,1.23E-08,4.68E-06
19.405,1.25E-08,4.87E-06
19.415,1.30E-08,5.45E-06
19.425,1.37E-08,5.41E-06
19.435,1.43E-08,5.00E-06
19.445,1.44E-08,
19.455,1.40E-08,
19.465,1.49E-08,
19.475,1.58E-08,
19.485,,
19.495,,
19.505,,
19.515,1.39E-08,5.22E-06
19.525,1.32E-08,4.47E-06
19.535,1.27E-08,4.12E-06
19.545,1.29E-08,4.61E-06
19.555,1.29E-08,4.65E-06
19.565,1.25E-08,4.17E-06
19.575,1.24E-08,4.15E-06
19.585,1.25E-08,4.29E-06
19.595,1.23E-08,3.87E-06
19.605,1.21E-08,3.66E-06
19.615,1.23E-08,4.03E-06
19.625,1.23E-08,4.14E-06
19.635,1.20E-08,4.00E-06
19.645,1.17E-08,3.44E-06
19.655,1.17E-08,3.45E-06
19.665,1.18E-08,3.94E-06
19.675,1.18E-08,3.93E-06
19.685,1.17E-08,3.43E-06
19.695,1.14E-08,2.79E-06
19.705,1.13E-08,2.50E-06
19.715,1.11E-08,2.61E-06
19.725,1.07E-08,2.20E-06
19.735,1.07E-08,1.80E-06
19.745,1.07E-08,1.84E-06
19.755,1.05E-08,1.78E-06
19.765,1.04E-08,1.91E-06
19.775,1.04E-08,1.84E-06
19.785,1.04E-08,1.98E-06
19.795,1.03E-08,1.92E-06
19.805,1.03E-08,1.82E-06
19.815,1.04E-08,1.86E-06
19.825,1.04E-08,1.93E-06
19.835,1.03E-08,1.83E-06
19.845,1.04E-08,2.05E-06
19.855,1.05E-08,2.32E-06
19.865,1.04E-08,2.53E-06
19.875,1.04E-08,2.48E-06
19.885,1.04E-08,2.43E-06
19.895,1.04E-08,2.38E-06
19.905,1.04E-08,2.41E-06
19.915,1.04E-08,2.43E-06
19.925,1.05E-08,2.56E-06
19.935,1.05E-08,2.71E-06
19.945,1.06E-08,2.79E-06
19.955,1.07E-08,3.13E-06
19.965,1.07E-08,3.32E-06
19.975,1.08E-08,3.58E-06
19.985,1.08E-08,3.55E-06
19.995,1.08E-08,3.43E-06
20.005,1.07E-08,3.14E-06
20.015,1.07E-08,2.93E-06
20.025,1.07E-08,2.61E-06
20.035,1.06E-08,2.36E-06
20.045,1.07E-08,2.25E-06
20.055,1.08E-08,2.39E-06
20.065,1.08E-08,2.59E-06
20.075,1.10E-08,2.88E-06
20.085,1.15E-08,3.59E-06
20.095,1.24E-08,4.49E-06
20.105,1.33E-08,5.21E-06
20.115,1.39E-08,5.77E-06
20.125,1.45E-08,6.14E-06
20.135,1.49E-08,6.44E-06
20.145,1.51E-08,6.61E-06
20.155,1.50E-08,6.43E-06
20.165,1.48E-08,6.17E-06
20.175,1.46E-08,5.93E-06
20.185,1.45E-08,5.65E-06
20.195,1.40E-08,5.71E-06
20.205,1.29E-08,5.76E-06
20.215,1.33E-08,5.62E-06
20.225,1.46E-08,5.69E-06
20.235,,
20.245,,
20.255,,
20.265,,
20.275,,
20.285,,
20.295,,
20.305,,
20.315,,
20.325,1.55E-08,4.43E-06
20.335,1.47E-08,4.25E-06
20.345,1.37E-08,4.75E-06
20.355,1.26E-08,3.82E-06
20.365,1.18E-08,3.10E-06
20.375,1.14E-08,2.46E-06
20.385,1.14E-08,2.11E-06
20.395,1.15E-08,1.94E-06
20.405,1.15E-08,1.80E-06
20.415,1.17E-08,1.72E-06
20.425,1.18E-08,1.68E-06
20.435,1.18E-08,1.62E-06
20.445,1.16E-08,1.51E-06
20.455,1.16E-08,1.53E-06
20.465,1.16E-08,1.49E-06
20.475,1.14E-08,1.44E-06
20.485,1.13E-08,1.31E-06
20.495,1.12E-08,1.22E-06
20.505,1.12E-08,1.20E-06
20.515,1.11E-08,1.11E-06
20.525,1.09E-08,1.04E-06
20.535,1.08E-08,1.03E-06
20.545,1.07E-08,9.66E-07
20.555,1.07E-08,1.03E-06
20.565,1.08E-08,9.92E-07
20.575,1.10E-08,9.62E-07
20.585,1.11E-08,9.35E-07
20.595,1.13E-08,8.64E-07
20.605,1.13E-08,8.94E-07
20.615,1.12E-08,1.09E-06
20.625,1.12E-08,1.25E-06
20.635,1.11E-08,1.37E-06
20.645,1.09E-08,1.52E-06
20.655,1.08E-08,1.48E-06
20.665,1.08E-08,1.48E-06
20.675,1.09E-08,1.49E-06
20.685,1.09E-08,1.40E-06
20.695,1.09E-08,1.37E-06
20.705,1.10E-08,1.30E-06
20.715,1.11E-08,1.19E-06
20.725,1.12E-08,1.15E-06
20.735,1.11E-08,1.18E-06
20.745,1.10E-08,1.29E-06
20.755,1.10E-08,1.68E-06
20.765,1.09E-08,2.13E-06
20.775,1.08E-08,2.49E-06
20.785,1.08E-08,2.51E-06
20.795,1.09E-08,2.48E-06
20.805,1.10E-08,2.44E-06
20.815,1.09E-08,2.39E-06
20.825,1.10E-08,2.56E-06
20.835,1.08E-08,2.59E-06
20.845,1.08E-08,2.60E-06
20.855,1.10E-08,2.53E-06
20.865,1.10E-08,2.23E-06
20.875,1.10E-08,2.12E-06
20.885,1.10E-08,1.97E-06
20.895,1.11E-08,1.79E-06
20.905,1.13E-08,1.73E-06
20.915,1.15E-08,1.72E-06
20.925,1.15E-08,1.71E-06
20.935,1.15E-08,1.68E-06
20.945,1.15E-08,1.76E-06
20.955,1.14E-08,1.99E-06
20.965,1.13E-08,2.05E-06
20.975,1.13E-08,2.05E-06
20.985,1.13E-08,2.06E-06
20.995,1.14E-08,2.07E-06
21.005,1.15E-08,2.03E-06
21.015,1.17E-08,2.01E-06
21.025,1.17E-08,1.96E-06
21.035,1.17E-08,1.88E-06
21.045,1.17E-08,1.85E-06
21.055,1.17E-08,1.88E-06
21.065,1.17E-08,1.92E-06
21.075,1.14E-08,1.95E-06
21.085,1.11E-08,1.98E-06
21.095,1.10E-08,2.04E-06
21.105,1.21E-08,2.05E-06
21.115,1.20E-08,2.00E-06
21.125,1.18E-08,1.94E-06
21.135,1.19E-08,1.86E-06
21.145,1.20E-08,1.89E-06
21.155,,
21.165,,
21.175,,
21.185,,
21.195,,
21.205,,
21.215,,
21.225,,
21.235,,
21.245,,
21.255,,
21.265,,
21.275,,
21.285,,
21.295,,
21.305,,
21.315,,
21.325,,
21.335,,
21.345,1.07E-08,1.34E-06
21.355,1.06E-08,1.51E-06
21.365,1.04E-08,1.64E-06
21.375,1.02E-08,1.62E-06
21.385,1.02E-08,1.80E-06
21.395,1.02E-08,1.81E-06
21.405,1.04E-08,1.83E-06
21.415,1.04E-08,1.85E-06
21.425,1.06E-08,1.86E-06
21.435,1.08E-08,1.91E-06
21.445,1.09E-08,2.03E-06
21.455,1.11E-08,2.16E-06
21.465,1.12E-08,2.25E-06
21.475,1.13E-08,2.40E-06
21.485,1.15E-08,2.40E-06
21.495,1.17E-08,2.32E-06
21.505,1.19E-08,2.19E-06
21.515,1.20E-08,1.98E-06
21.525,1.19E-08,2.01E-06
21.535,1.19E-08,2.19E-06
21.545,1.18E-08,2.21E-06
21.555,1.17E-08,2.38E-06
21.565,1.16E-08,2.66E-06
21.575,1.15E-08,2.93E-06
21.585,1.15E-08,2.90E-06
21.595,1.13E-08,2.87E-06
21.605,1.12E-08,2.94E-06
21.615,1.13E-08,3.03E-06
21.625,1.12E-08,3.04E-06
21.635,1.12E-08,3.12E-06
21.645,1.12E-08,3.11E-06
21.655,1.13E-08,3.00E-06
21.665,1.13E-08,2.81E-06
21.675,1.13E-08,2.64E-06
21.685,1.14E-08,2.50E-06
21.695,1.15E-08,2.38E-06
21.705,1.16E-08,2.16E-06
21.715,1.18E-08,2.10E-06
21.725,1.17E-08,2.09E-06
21.735,1.17E-08,2.13E-06
21.745,1.16E-08,2.08E-06
21.755,1.16E-08,2.02E-06
21.765,1.16E-08,1.99E-06
21.775,1.17E-08,2.09E-06
21.785,1.16E-08,2.15E-06
21.795,1.16E-08,2.19E-06
21.805,1.16E-08,2.02E-06
21.815,1.15E-08,1.99E-06
21.825,1.14E-08,2.02E-06
21.835,1.13E-08,1.98E-06
21.845,1.13E-08,1.85E-06
21.855,1.15E-08,1.78E-06
21.865,1.16E-08,1.78E-06
21.875,1.15E-08,1.83E-06
21.885,1.14E-08,1.95E-06
21.895,1.12E-08,2.06E-06
21.905,1.10E-08,2.16E-06
21.915,1.09E-08,2.20E-06
21.925,1.08E-08,2.19E-06
21.935,1.07E-08,2.16E-06
21.945,1.06E-08,2.13E-06
21.955,1.07E-08,2.06E-06
21.965,1.05E-08,2.04E-06
21.975,1.06E-08,2.02E-06
21.985,1.06E-08,1.99E-06
21.995,1.05E-08,1.95E-06
22.005,1.05E-08,1.95E-06
22.015,1.04E-08,1.90E-06
22.025,1.03E-08,1.85E-06
22.035,1.03E-08,1.80E-06
22.045,1.01E-08,1.83E-06
22.055,1.05E-08,1.84E-06
22.065,9.87E-09,1.74E-06
22.075,9.70E-09,1.65E-06
22.085,,
22.095,,
22.105,,
22.115,,
22.125,,
22.135,,
22.145,,
22.155,,
22.165,,
22.175,,
22.185,,
22.195,,
22.205,,
22.215,,
22.225,2.22E-08,7.62E-06
22.235,2.20E-08,7.71E-06
22.245,2.15E-08,7.83E-06
22.255,2.06E-08,7.61E-06
22.265,1.83E-08,6.32E-06
22.275,1.80E-08,6.56E-06
22.285,1.81E-08,6.92E-06
22.295,1.91E-08,7.09E-06
22.305,2.05E-08,7.32E-06
22.315,2.18E-08,7.78E-06
22.325,2.31E-08,8.10E-06
22.335,2.36E-08,8.13E-06
22.345,2.32E-08,8.15E-06
22.355,2.18E-08,7.64E-06
22.365,2.02E-08,7.27E-06
22.375,1.84E-08,6.94E-06
22.385,1.76E-08,6.90E-06
22.395,1.75E-08,6.77E-06
22.405,1.77E-08,6.69E-06
22.415,1.81E-08,6.74E-06
22.425,1.88E-08,6.93E-06
22.435,1.89E-08,6.84E-06
22.445,1.85E-08,6.71E-06
22.455,1.80E-08,6.59E-06
22.465,1.74E-08,6.46E-06
22.475,1.67E-08,6.22E-06
22.485,1.63E-08,6.08E-06
22.495,1.62E-08,6.22E-06
22.505,1.66E-08,6.17E-06
22.515,1.70E-08,6.17E-06
22.525,1.75E-08,6.39E-06
22.535,1.75E-08,6.60E-06
22.545,1.76E-08,6.83E-06
22.555,1.77E-08,6.90E-06
22.565,1.76E-08,6.79E-06
22.575,1.74E-08,6.71E-06
22.585,1.71E-08,6.57E-06
22.595,1.71E-08,6.50E-06
22.605,1.72E-08,6.46E-06
22.615,1.74E-08,6.62E-06
22.625,1.74E-08,6.39E-06
22.635,1.74E-08,6.77E-06
22.645,1.76E-08,6.90E-06
22.655,1.75E-08,6.95E-06
22.665,1.73E-08,6.82E-06
22.675,1.74E-08,6.68E-06
22.685,1.73E-08,6.82E-06
22.695,1.73E-08,6.84E-06
22.705,1.74E-08,6.88E-06
22.715,1.74E-08,6.94E-06
22.725,1.78E-08,6.98E-06
22.735,1.79E-08,7.05E-06
22.745,1.78E-08,7.07E-06
22.755,1.78E-08,7.05E-06
22.765,1.75E-08,6.98E-06
22.775,1.72E-08,6.86E-06
22.785,1.70E-08,6.72E-06
22.795,1.66E-08,6.62E-06
22.805,1.65E-08,6.47E-06
22.815,1.63E-08,6.40E-06
22.825,1.62E-08,6.46E-06
22.835,1.65E-08,6.48E-06
22.845,1.68E-08,6.53E-06
22.855,1.67E-08,6.52E-06
22.865,1.57E-08,6.38E-06
22.875,1.62E-08,6.60E-06
22.885,1.70E-08,6.66E-06
22.895,1.74E-08,6.69E-06
22.905,1.75E-08,6.63E-06
22.915,1.82E-08,6.66E-06
22.925,1.86E-08,6.72E-06
22.935,1.85E-08,6.61E-06
22.945,1.86E-08,6.59E-06
22.955,1.84E-08,6.43E-06
22.965,1.82E-08,6.27E-06
22.975,1.78E-08,6.16E-06
22.985,1.72E-08,6.01E-06
22.995,1.69E-08,5.98E-06
23.005,1.66E-08,6.05E-06
23.015,1.64E-08,6.08E-06
23.025,1.60E-08,5.89E-06
